ID,min_distances,ref_min_distances,stenosis_min_squared_fd,stenosis_min_squared_sd,stenosis_ratio_min,stenosis_ratio_min_squared,stenosis_ratio_min_squared_fd,stenosis_ratio_min_squared_sd,avg_radius,ref_avg_radius,stenosis_ratio_avg
48.5,1.5800791119434523,2.6223181998422453,-0.027086394939653702,-0.027086394939653702,0.39744951164259645,0.15796611430493843,0.00026442157833803104,-0.037106704062683564,2.2930367108235186,3.205765631723139,0.28471480006759486
49.0,1.6074980559863816,2.5752163126005083,0.019323619617578336,0.019323619617578336,0.37578134771789484,0.1412116212926774,-0.013036650967976321,-0.030219148956478308,2.1646301432496453,3.2056337941066055,0.32474191305656697
49.5,1.618726351178609,2.541852021968272,0.2648978968608512,0.2648978968608512,0.3631705004112886,0.13189281236898578,-0.060173876334618584,-0.024903657072123483,2.151641523976167,3.1765641639089055,0.32265132610182345
50.0,2.137293849708084,2.4981323441014323,0.3192117000835495,0.3192117000835495,0.14444330591425902,0.020863868623440217,-0.06284396511222329,0.026516751575639808,2.8012523022702465,3.141053432503781,0.10818062714796739
50.5,2.257149751345708,2.450150758783474,0.04187378634408767,0.04187378634408767,0.07877107428834018,0.006204882144539208,-0.007140373183338966,0.030487224935317265,2.7428422909953833,3.090505984897973,0.1124941014841836
51.0,2.2210414223962593,2.4171612897261197,0.004964933950085015,0.004964933950085015,0.08113644222396177,0.006583122256762286,-0.0018695152415887557,0.0022550766823817257,2.6036022193234674,3.047779554234779,0.1457380125456067
51.5,2.267079619245878,2.3855391539957336,0.01763320117376055,0.01763320117376055,0.04965734247180065,0.0024658516613616966,-0.0026302198185755143,0.0026702445544726635,2.6636411755083196,2.996752562043292,0.11115745449061887
52.0,2.2563078247437804,2.3414638293241676,-0.08767294429064454,-0.08767294429064454,0.0363687038483812,0.0013226826196112576,0.0034709738673565716,0.003232659617088412,2.712209399589898,2.9336156594376184,0.07547214275852498
52.5,2.091733730664589,2.3164112897884475,-0.11529903629141147,-0.11529903629141147,0.09699381112253935,0.00940779939607484,0.0038350994156013097,-0.0011181801187980346,2.6439205057872797,2.8791135816130673,0.08168940514462686
53.0,2.0257097521609575,2.237934920744428,-0.0726184386703248,-0.0726184386703248,0.09483080433495161,0.008992881450813877,0.0012346136297605023,-0.0004499934178213026,2.5277715505230027,2.816037945957479,0.10236594853002345
53.5,1.9464968533239393,2.1845757947815154,-0.08365495141410273,-0.08365495141410273,0.10898177212541482,0.011877026655595844,0.0029351125799587045,-0.0011284463638799812,2.57855893020066,2.7454042190687815,0.060772576842878845
54.0,1.858399849332752,2.1164220493595223,-0.038592741395997776,-0.038592741395997776,0.12191434128408063,0.014863106610731286,-0.0010222790979994602,-0.005183332942662174,2.4070487483830387,2.661046230630803,0.0954502328159681
54.5,1.8693113705319437,2.075073142018543,0.10506611944413113,0.10506611944413113,0.09915880424650614,0.009832468459596923,-0.007431553305365643,-0.0019469775658995008,2.4599387549395173,2.613009780384867,0.05858034921813571
55.0,2.0685320882210143,2.028741446672051,0.17167552644234962,0.17167552644234962,0.0,0.0,-0.004916234229798462,0.0045171317756958485,2.55649423051445,2.539102218694763,0.0
55.5,2.212662423416643,1.9549964042592531,-0.12992235944189268,-0.12992235944189268,0.0,0.0,0.0016027102460260537,0.014257608968090925,2.6193899440550212,2.4755337160112263,0.0
56.0,1.808687369337229,1.9172343389417321,-0.3496526141518712,-0.3496526141518712,0.056616433056596804,0.0032054204920521074,0.02359898370638339,0.039233528607001224,2.2503017588500422,2.419567838228797,0.06995715379597
56.5,1.5133571951129006,1.9333874121272814,-0.3246293153452381,-0.3246293153452381,0.21725093190310318,0.04719796741276678,0.0800697674600285,0.03290579227045776,1.9953674582495076,2.4342484966502353,0.18029426289249895
57.0,1.1594287386467528,1.9458711997145606,-0.24610906262511623,-0.24610906262511623,0.4041595667704887,0.1633449554121091,0.0894105682472989,0.011630626257288328,1.864223560362777,2.4456954615686857,0.23775319141040918
57.5,1.0211390698626681,1.9465642711746887,-0.17979250195426044,-0.17979250195426044,0.4754146652211778,0.22601910390736457,0.10333101997460516,0.052331143870060395,1.6508148146746169,2.447375981762353,0.3254756004078021
58.0,0.7998437347382319,2.041886615317158,-0.2696208889504926,-0.2696208889504926,0.6082820031542273,0.3700069953613194,0.1940728559874197,-0.004365795405286317,1.3260292515325092,2.4600777861937146,0.4609807628952375
58.5,0.48189729196168296,2.227774493487942,-0.12185937439316596,-0.12185937439316596,0.7836866822156696,0.614164815882204,0.09459942916403252,-0.08756994904666449,1.2170760703056502,2.343050207368016,0.4805591162842343
59.0,0.5561249859519,2.2051010330173835,-0.031157082756769233,-0.031157082756769233,0.7478006777807736,0.5592058536893845,0.01893295789409072,-0.0008872755915158015,0.9564542822386328,2.694577982245766,0.6450448684207363
59.5,0.4195831264481445,2.179473707180751,-0.13654185950375547,-0.13654185950375547,0.8074841990221142,0.6520307316703854,0.09282487798100092,0.0738919200869102,0.7502198381160312,2.6707484919996567,0.7190975337575413
